2020最新CPU性能排行榜天梯图，时时更新，助您更快直观的了解CPU性能排行，如有疑问可**交流！
CTRL+F可查找您要的CPU，选中进行对比。
http://www.360doc.com/content/20/1026/12/39305448_942429466.shtml
   
排行	名称	主频	核心数量	插槽类型	测评得分	对比
2666	AMD Sempron 3600+	2.0 GHz	1	AM2	364	 
2667	Intel Core Duo T2350	1.9 GHz	2	PGA478	364	 
2668	AMD Athlon II 170u	2.0 GHz	1	AM2+,AM3	361	 
2669	AMD Sempron 3800+	2.2 GHz	1	AM2	360	 
2670	AMD Turion 64 Mobile MK-38	2.2 GHz	1	S1	359	 
2671	AMD Athlon II 160u	1.8 GHz	1	358	 
2672	AMD Sempron LE-1200	2.1 GHz	1	AM2	358	 
2673	Mobile AMD Athlon 64 3700+	2.4 GHz	1	356	 
2674	AMD Sempron M120	2.1 GHz	1	S1	355	 
2675	AMD Sempron LE-1250	2.2 GHz	1	AM2	354	 
2676	Intel Core Duo T2250	1.7 GHz	2	PGA478	352	 
2677	Intel Pentium D 805	2.7 GHz	2	PLGA775	351	 
2678	Intel Core2 Duo U7600	1.2 GHz	2	BGA479	350	 
2679	AMD V160	2.4 GHz	1	S1	350	 
2680	Intel Celeron 540	1.9 GHz	1	PGA478	348	 
2681	Intel Core Duo L2400	1.7 GHz	2	BGA479	348	 
2682	Intel Pentium T2080	1.7 GHz	2	PGA478	348	 
2683	AMD Opteron 146	2.0 GHz	1	939	346	 
2684	Intel Core2 Duo U7700	1.3 GHz	2	345	 
2685	Intel Celeron 570	2.3 GHz	1	PGA478	344	 
2686	Mobile Intel Pentium 4 3.33GHz	3.3 GHz	1	344	 
2687	AMD Athlon II Neo K325 Dual-Core	1.3 GHz	2	343	 
2688	Intel 2.80GHz	2.8 GHz	2	341	 
2689	AMD Turion 64 Mobile ML-40	2.2 GHz	1	754	339	 
2690	AMD Sempron M100	2.0 GHz	1	338	 
2691	Intel Celeron M 530	1.7 GHz	1	PBGA479, PPGA478	338	 
2692	AMD Athlon TF-36	2.0 GHz	1	338	 
2693	Intel Core Duo T2050	1.6 GHz	2	PGA478	337	 
2694	Intel Atom N570	1.7 GHz	2	BGA559	335	 
2695	Intel Celeron N2805	1.5 GHz	2	BGA1170	335	 
2696	Intel Core Duo T2300	1.7 GHz	2	BGA479	335	 
2697	Mobile AMD Sempron 3800+	2.2 GHz	1	335	 
2698	AMD Turion 64 Mobile MK-36	2.0 GHz	1	S1	334	 
2699	AMD Athlon 2850e	1.8 GHz	1	AM2	333	 
2700	Mobile AMD Athlon 64 3400+	2.2 GHz	1	333	 
2701	AMD Athlon 64 3200+	2.2 GHz	1	AM2	332	 
2702	Intel Pentium 4 3.80GHz	3.8 GHz	1	328	 
2703	AMD V120	2.2 GHz	1	S1	327	 
2704	Mobile AMD Athlon 64 3200+	2.2 GHz	1	326	 
2705	Intel Pentium T2060	1.6 GHz	2	PGA478	323	 
2706	Intel Atom N2600	1.6 GHz	2	BGA559	323	 
2707	AMD Sempron 140	2.7 GHz	1	AM3	321	 
2708	Mobile AMD Sempron 3400+	2.0 GHz	1	Socket S1 (S1g1)	321	 
2709	AMD Athlon 64 4000+	2.6 GHz	1	AM2	321	 
2710	Intel Pentium 4 3.60GHz	3.6 GHz	1	320	 
2711	AMD Turion 64 Mobile ML-37	2.0 GHz	1	754	318	 
2712	Intel Atom N550	1.5 GHz	2	BGA559	316	 
2713	AMD Sempron LE-1100	1.9 GHz	1	AM2	316	 
2714	Mobile AMD Sempron 3500+	1.8 GHz	1	316	 
2715	AMD Opteron 144	1.8 GHz	1	939	316	 
2716	AMD Sempron 3300+	2.2 GHz	1	754	315	 
2717	AMD Turion 64 Mobile MT-37	2.0 GHz	1	754	315	 
2718	VIA Eden X2 U4200	1.0 GHz	2	315	 
2719	Mobile AMD Athlon 64 4000+	2.6 GHz	1	313	 
2720	AMD C-60 APU	1.0 GHz	2	313	 
2721	Intel Celeron D 420	1.6 GHz	1	LGA775	313	 
2722	AMD Athlon 64 3000+	2.0 GHz	1	Socket 754	308	 
2723	AMD Z-01	1.0 GHz	2	308	 
2724	Intel Celeron 430	1.8 GHz	1	LGA775	304	 
2725	Intel Pentium 4 3.40GHz	3.4 GHz	1	PGA478	304	 
2726	AMD Athlon II Neo K125	1.7 GHz	1	S1	302	 
2727	Mobile AMD Sempron 3600+	2.2 GHz	1	S1	302	 
2728	AMD Athlon II Neo K145	1.8 GHz	1	S1	298	 
2729	AMD Sempron 3100+	1.8 GHz	1	754	298	 
2730	AMD Athlon 64 2800+	1.8 GHz	1	754	295	 
2731	Intel Pentium 4 3.46GHz	3.5 GHz	1	295	 
2732	Mobile AMD Sempron 3300+	2.0 GHz	1	294	 
2733	AMD C-60	1.0 GHz	2	293	 
2734	Intel Celeron 420	1.6 GHz	1	LGA775	293	 
2735	Intel Pentium M 2.10GHz	2.1 GHz	1	H-PBGA479, PPGA4	292	 
2736	AMD C-70 APU	1.0 GHz	2	292	 
2737	AMD Sempron 3400+	2.0 GHz	1	AM2	292	 
2738	AMD Athlon 2800+	2.1 GHz	1	754	291	 
2739	AMD Sempron 3200+	1.8 GHz	1	AM2	288	 
2740	Intel Celeron 530	1.7 GHz	1	PGA478	287	 
2741	AMD Turion 64 Mobile MT-32	1.8 GHz	1	754	286	 
2742	AMD Athlon Neo MV-40	1.6 GHz	1	286	 
2743	AMD Turion 64 Mobile ML-32	1.8 GHz	1	754	285	 
2744	Intel Pentium M 1.86GHz	1.9 GHz	1	H-PBGA479, PPGA4	284	 
2745	Intel Celeron D 352	3.2 GHz	1	PLGA775	283	 
2746	AMD Athlon XP 3100+	2.2 GHz	1	282	 
2747	AMD Athlon XP 3200+	2.2 GHz	1	AM2	281	 
2748	Intel Pentium M 1.80GHz	1.8 GHz	1	H-PBGA479, PPGA4	280	 
2749	VIA Nano L2100@1800MHz	1.8 GHz	1	BGA400	279	 
2750	AMD Turion 64 Mobile MT-34	1.8 GHz	1	754	279	 
2751	AMD Turion 64 Mobile ML-34	1.8 GHz	1	754	277	 
2752	AMD Turion 64 Mobile ML-30	1.6 GHz	1	754	277	 
2753	AMD C-50	1.0 GHz	2	FT1	277	 
2754	Mobile AMD Sempron 3100+	1.8 GHz	1	277	 
2755	AMD Athlon XP 2900+	2.0 GHz	1	276	 
2756	AMD Athlon 2650e	1.6 GHz	1	274	 
2757	Intel Pentium 4 3.20GHz	3.2 GHz	1	PGA478	273	 
2758	Intel Pentium M 2.13GHz	2.1 GHz	1	H-PBGA479, PPGA4	271	 
2759	Intel Pentium M 2.00GHz	2.0 GHz	1	H-PBGA479, PPGA4	270	 
2760	VIA Nano U2250 (1.6GHz Capable)	1.3 GHz	1	BGA400	270	 
2761	Mobile AMD Sempron 3000+	1.8 GHz	1	269	 
2762	AMD Sempron 3000+	2.0 GHz	1	AM2	268	 
2763	AMD Athlon TF-20	1.6 GHz	1	268	 
2764	Intel Atom D2500	1.9 GHz	2	BGA559	268	 
2765	AMD Sempron SI-42	2.1 GHz	1	S1	267	 
2766	Intel Celeron M 723	1.2 GHz	1	BGA956	267	 
2767	Intel Celeron 3.20GHz	3.2 GHz	1	267	 
2768	AMD Sempron 210U	1.5 GHz	1	267	 
2769	AMD Sempron LE-1150	2.0 GHz	1	AM2	265	 
2770	Intel Core2 Solo U3500	1.4 GHz	1	BGA956	265	 
2771	AMD G-T40E	1.0 GHz	2	FT1	263	 
2772	VIA Eden C1050@1.06GHz	1.1 GHz	1	263	 
2773	Intel Celeron 3.33GHz	3.3 GHz	1	263	 
2774	AMD Athlon XP 3000+	2.2 GHz	1	Socket A	262	 
2775	Intel Pentium 4 3.00GHz	3.0 GHz	1	PGA478	262	 
2776	AMD Z-60 APU	1.0 GHz	2	FT1	262	 
2777	Intel Xeon 2.80GHz	2.8 GHz	1	PPGA604	260	 
2778	AMD Athlon XP 2800+	2.3 GHz	1	754	260	 
2779	AMD Sempron SI-40	2.0 GHz	1	S1	257	 
2780	Intel Pentium M 1.73GHz	1.7 GHz	1	H-PBGA479, PPGA4	257	 
2781	Intel Atom E3826	1.5 GHz	2	BGA1170	256	 
2782	AMD Athlon XP 2700+	2.2 GHz	1	256	 
2783	Mobile AMD Sempron 2600+	1.6 GHz	1	256	 
2784	Intel Core Duo U2400	1.1 GHz	2	BGA479	255	 
2785	VIA Nano L2007@1600MHz	1.6 GHz	1	BGA400	254	 
2786	AMD Turion 64 Mobile ML-28	1.6 GHz	1	754	254	 
2787	AMD Sempron 2600+	1.8 GHz	1	Socket A	253	 
2788	Intel Core Solo T1400	1.8 GHz	1	PGA478	253	 
2789	Intel Celeron M 1.70GHz	1.7 GHz	1	252	 
2790	Intel Celeron D 356	3.3 GHz	1	PLGA775	251	 
2791	Intel Pentium 4 3.06GHz	3.1 GHz	1	PGA478	249	 
2792	AMD GX-210JA SOC	1.0 GHz	2	FT3 (769-BGA)	248	 
2793	AMD Turion 64 Mobile MT-30	1.6 GHz	1	754	246	 
2794	Intel Celeron 743	1.3 GHz	1	BGA956	245	 
2795	Mobile AMD Sempron 3200+	1.8 GHz	1	245	 
2796	AMD Athlon 64 2600+	1.6 GHz	1	243	 
2797	AMD Athlon XP2400+	2.0 GHz	1	243	 
2798	Intel Pentium 4 2.80GHz	2.8 GHz	1	PGA478	243	 
2799	Intel Celeron M 520	1.6 GHz	1	PPGA478	242	 
2800	AMD Athlon XP 2600+	2.1 GHz	1	242	 
2801	Mobile AMD Athlon 2500+	1.9 GHz	1	241	 
2802	Mobile AMD Athlon XP-M 2600+	2.1 GHz	1	241	 
2803	Intel Pentium M 1.50GHz	1.5 GHz	1	H-PBGA479, PPG	240	 
2804	Intel Pentium SU2700	1.3 GHz	1	239	 
2805	Intel Pentium M 1.70GHz	1.7 GHz	1	H-PBGA479, PPG	239	 
2806	Intel Pentium M 2.26GHz	2.3 GHz	1	H-PBGA479, PPGA4	238	 
2807	Mobile AMD Athlon XP-M 2800+	2.1 GHz	1	238	 
2808	Mobile AMD Athlon XP-M 3000+	2.2 GHz	1	238	 
2809	Mobile AMD Sempron 2800+	1.6 GHz	1	237	 
2810	Mobile AMD Athlon XP-M 2200+	1.8 GHz	1	237	 
2811	Intel Pentium M 1700MHz	1.7 GHz	1	H-PBGA479, PPGA4	237	 
2812	Intel Celeron 3.06GHz	3.1 GHz	1	234	 
2813	AMD Athlon XP 2400+	2.0 GHz	1	234	 
2814	AMD Sempron 2800+	2.0 GHz	1	AM2	233	 
2815	Mobile AMD Athlon 4 2400+	1.8 GHz	1	233	 
2816	Intel Core2 Solo U2100	1.1 GHz	1	233	 
2817	AMD Sempron 3500+	2.0 GHz	1	AM2	232	 
2818	Mobile Intel Pentium 4 3.20GHz	3.2 GHz	1	PGA478	232	 
2819	Intel Celeron D 347	3.1 GHz	1	PLGA775	232	 
2820	AMD Athlon XP 2500+	1.9 GHz	1	231	 
2821	Intel Celeron M 450	2.0 GHz	1	PPGA478	230	 
2822	Intel Celeron 2.93GHz	2.9 GHz	1	230	 
2823	Intel Pentium M 1.60GHz	1.6 GHz	1	H-PBGA479, PPG	229	 
2824	Mobile AMD Athlon XP-M 2500+	1.9 GHz	1	226	 
2825	Intel Pentium M 1.40GHz	1.4 GHz	1	H-PBGA479, PPG	225	 
2826	Mobile AMD Athlon XP-M 2400+	2.0 GHz	1	225	 
2827	Intel Atom N470	1.8 GHz	1	BGA559	224	 
2828	Intel Celeron M 1.60GHz	1.6 GHz	1	224	 
2829	Intel Atom D425	1.8 GHz	1	BGA559	222	 
2830	Intel Celeron M 360 1.40GHz	1.4 GHz	1	H-PBGA479, PPGA4	221	 
2831	Mobile Intel Pentium 4 3.06GHz	3.1 GHz	1	PGA478	220	 
2832	Intel Core Duo U2500	1.2 GHz	2	BGA479	220	 
2833	Intel Celeron M 1500MHz	1.5 GHz	1	217	 
2834	Intel Celeron M 1.50GHz	1.5 GHz	1	PPGA478, H-PBGA4	216	 
2835	AMD Athlon XP 2200+	1.8 GHz	1	214	 
2836	Intel Celeron 723	1.2 GHz	1	BGA956	213	 
2837	Intel Celeron 807UE	1.0 GHz	1	BGA-1023	210	 
2838	Intel Core Solo T1300	1.7 GHz	1	PGA478	210	 
2839	AMD Athlon XP 2100+	1.7 GHz	1	210	 
2840	Intel Atom 230	1.6 GHz	1	BGA437	210	 
2841	Intel Celeron 220	1.2 GHz	1	BGA479	209	 
2842	Intel Pentium M 1400MHz	1.4 GHz	1	H-PBGA479, PPGA4	208	 
2843	AMD Sempron 2300+	1.6 GHz	1	Socket A	207	 
2844	AMD Sempron 2400+	1.7 GHz	1	Socket A	205	 
2845	Mobile Intel Pentium 4 2.80GHz	2.8 GHz	1	PGA478	205	 
2846	Intel Celeron M 1.30GHz	1.3 GHz	1205	 
2847	AMD Athlon XP 1900+	1.6 GHz	1	203	 
2848	VIA Nano U2500@1200MHz	1.2 GHz	1	BGA400	199	 
2849	Intel Pentium M 1.20GHz	1.2 GHz	1	199	 
2850	AMD Athlon L110	1.2 GHz	1	197	 
2851	Intel Celeron M 1300MHz	1.3 GHz	1	197	 
2852	Intel Pentium M 1300MHz	1.3 GHz	1	H-PBGA479, PPGA4	197	 
2853	Mobile AMD Athlon XP-M 2000+	1.7 GHz	1	196	 
2854	Intel Pentium M 1.30GHz	1.3 GHz	1	H-PBGA479, PPG	196	 
2855	AMD Athlon XP 2000+	1.7 GHz	1	Socket A	195	 
2856	AMD Athlon XP 1800+	1.5 GHz	1	Socket A	195	 
2857	Intel Core Solo T1350	1.9 GHz	1	194	 
2858	Intel Pentium III 1400S	1.4 GHz	1	Socket 370	194	 
2859	Intel Pentium M 1600MHz	1.6 GHz	1	H-PBGA479, PPGA4	193	 
2860	Intel Pentium III 1400	1.4 GHz	1	Socket 370	193	 
2861	Mobile AMD Athlon XP-M 1800+	15.1 GHz	1	Socket A	193	 
2862	Mobile AMD Athlon MP-M 2400+	2.0 GHz	1	192	 
2863	AMD Athlon 1500+	1.3 GHz	1	191	 
2864	Intel Celeron 2.80GHz	2.8 GHz	1	PPGA478	190	 
2865	Intel Pentium 4 2.60GHz	2.6 GHz	1	PGA478	189	 
2866	Intel Pentium M 1500MHz	1.5 GHz	1	H-PBGA479, PPGA4	188	 
2867	AMD E-240	1.5 GHz	1	FT1	188	 
2868	Intel Atom N2100	1.6 GHz	1	BGA559	188	 
2869	AMD Sempron 2200+	1.5 GHz	1	Socket A	184	 
2870	AMD V105	1.2 GHz	1	BGA812	184	 
2871	Intel Pentium M 1.10GHz	1.1 GHz	1	184	 
2872	VIA Nano U3500@1000MHz	1.0 GHz	1	BGA400	184	 
2873	Mobile Intel Celeron 1333MHz	1.3 GHz	1	183	 
2874	Intel Atom Z530	1.6 GHz	1	BGA441	183	 
2875	AMD Athlon XP1600+	1.4 GHz	1	183	 
2876	Intel Celeron 2.26GHz	2.3 GHz	1	182	 
2877	Mobile Intel Pentium 4 2.66GHz	2.7 GHz	1	PGA478	182	 
2878	Intel Atom N280	1.7 GHz	1	BGA437	181	 
2879	Intel Xeon 2.40GHz	2.4 GHz	1	180	 
2880	VIA Nano U2250@1300+MHz	1.3 GHz	1	BGA400	179	 
2881	Intel Atom N475	1.8 GHz	1	BGA559	179	 
2882	AMD C-30	1.2 GHz	1	FT1	178	 
2883	Intel Atom N450	1.7 GHz	1	BGA559	177	 
2884	AMD G-T52R	1.5 GHz	1	FT1	177	 
2885	AMD Athlon XP 1700+	1.5 GHz	1	Socket A (462)	176	 
2886	Intel Atom N270	1.6 GHz	1	BGA437	175	 
2887	Intel Celeron 215	1.3 GHz	1	BGA479	174	 
2888	AMD Athlon XP 1600+	1.4 GHz	1	174	 
2889	Mobile AMD Athlon MP-M 1800+	1.8 GHz	1	173	 
2890	Intel Celeron 2.66GHz	2.7 GHz	1	173	 
2891	AMD Sempron 2500+	1.8 GHz	1	Socket A	172	 
2892	Mobile AMD Athlon XP-M 1600+	1.4 GHz	1	169	 
2893	Intel Celeron M 430	1.7 GHz	1	PPGA478	169	 
2894	AMD Athlon XP 1500+	1.3 GHz	1	167	 
2895	Intel Celeron 2.13GHz	2.1 GHz	1	166	 
2896	VIA Nano L2207@1600MHz	1.6 GHz	1	BGA400	165	 
2897	Intel Pentium III Mobile 1133MHz	1.1 GHz	1	164	 
2898	Intel Core Solo U1500	1.3 GHz	1	164	 
2899	Mobile AMD Sempron 2100+	1.0 GHz	1	S1	164	 
2900	Intel Celeron 2.50GHz	2.5 GHz	1	164	 
2901	Intel XEON 2.20GHz	2.2 GHz	1	164	 
2902	Intel Atom N455	1.7 GHz	1	BGA559	162	 
2903	Intel Pentium 4 2.53GHz	2.5 GHz	1	PGA478	162	 
2904	Intel Atom D410	1.7 GHz	1	BGA559	162	 
2905	Intel Pentium 4 2.50GHz	2.5 GHz	1	PGA478	160	 
2906	Intel Pentium III Mobile 1066MHz	1.1 GHz	1	160	 
2907	Intel Celeron 1200MHz	1.2 GHz	1	159	 
2908	Intel Celeron 2.70GHz	2.7 GHz	1	159	 
2909	Intel Celeron 2.53GHz	2.5 GHz	1	159	 
2910	Intel Atom Z670	1.5 GHz	1	BGA518	158	 
2911	Intel Pentium 4 2.20GHz	2.2 GHz	1	PGA478	157	 
2912	Intel Pentium 4 2.66GHz	2.7 GHz	1	PGA478	157	 
2913	Intel Pentium M 1000MHz	1.0 GHz	1	156	 
2914	Intel Atom Z520	1.3 GHz	1	BGA441	156	 
2915	Intel Pentium III Mobile 1200MHz	1.2 GHz	1	156	 
2916	Intel Pentium M 1200MHz	1.2 GHz	1	155	 
2917	Intel Celeron M 440	1.9 GHz	1	PBGA479, PPGA478	155	 
2918	Mobile Intel Celeron 2.40GHz	2.4 GHz	1	154	 
2919	AMD Athlon 64 2000+	1.0 GHz	1	154	 
2920	Intel Pentium 4 3.83GHz	3.8 GHz	1	154	 
2921	Intel Atom N435	1.3 GHz	1	153	 
2922	Intel Xeon 2.00GHz	2.0 GHz	1	152	 
2923	Intel Pentium 4 2.26GHz	2.3 GHz	1	PGA478	151	 
2924	VIA C7-D 1800MHz	1.8 GHz	1	BGA400	150	 
2925	Intel Pentium 4 2.93GHz	2.9 GHz	1150	 
2926	Intel Celeron M 1.00GHz	1.0 GHz	1	149	 
2927	Intel Celeron 2.30GHz	2.3 GHz	1	148	 
2928	Mobile Intel Celeron 2.20GHz	2.2 GHz	1	147	 
2929	Mobile Intel Pentium III - M 1200MHz	1.2 GHz	1	BGA2, microPGA2	146	 
2930	VIA C7-M 6300MHz	6.3 GHz	1	145	 
2931	Intel Celeron 2.40GHz	2.4 GHz	1	143	 
2932	Intel Celeron 2.60GHz	2.6 GHz	1	143	 
2933	Mobile Intel Pentium 4 - M 2.20GHz	2.2 GHz	1	143	 
2934	Intel Core Solo U1300	1.1 GHz	1	PBGA479	141	 
2935	Intel Pentium M 900MHz	0.9 GHz	1	141	 
2936	AMD G-T44R	1.2 GHz	1	FT1	140	 
2937	Intel Celeron 2.20GHz	2.2 GHz	1	139	 
2938	Intel Celeron M 420	1.6 GHz	1	PPGA478	139	 
2939	Intel Celeron 1000MHz	1.0 GHz	1	139	 
2940	Mobile Intel Pentium 4 - M 2.40GHz	2.4 GHz	1	139	 
2941	Mobile Intel Pentium 4 - M 2.00GHz	2.0 GHz	1	138	 
2942	Intel Pentium 4 Mobile 1.90GHz	1.9 GHz	1	136	 
2943	VIA Esther 1500MHz	1.5 GHz	1	135	 
2944	Mobile Intel Celeron 2.00GHz	2.0 GHz	1	133	 
2945	Intel Pentium 4 2.00GHz	2.0 GHz	1	PGA478	133	 
2946	Intel Pentium 4 Mobile 2.00GHz	2.0 GHz	1	132	 
2947	Intel Pentium 4 2.40GHz	2.4 GHz	1	PGA478	131	 
2948	Mobile Intel Pentium III - M 933MHz	0.9 GHz	1	BGA2, microPGA2	130	 
2949	Intel Core Solo U1400	1.2 GHz	1	PBGA479	130	 
2950	Intel Celeron 2.00GHz	2.0 GHz	1	PPGA478	125	 
2951	Intel Celeron M 443	1.2 GHz	1	PBGA479	125	 
2952	Intel Celeron M 900MHz	0.9 GHz	1	123	 
2953	Intel Celeron M 410	1.5 GHz	1	PPGA478	123	 
2954	Mobile Intel Celeron 1.80GHz	1.8 GHz	1	PPGA478	121	 
2955	Mobile Intel Pentium 4 - M 1.70GHz	1.7 GHz	1	121	 
2956	AMD G-T40R	1.0 GHz	1	FT1	120	 
2957	Intel Pentium III Mobile 800MHz	0.8 GHz	1	119	 
2958	Mobile Intel Pentium 4 - M 1.80GHz	1.8 GHz	1	119	 
2959	Mobile Intel Celeron 1.70GHz	1.7 GHz	1	118	 
2960	VIA C7-M 1600MHz	1.6 GHz	1	BGA400	116	 
2961	Intel Pentium 4 Mobile 1.60GHz	1.6 GHz	1	116	 
2962	Intel Pentium 4 1.80GHz	1.8 GHz	1	PGA478	115	 
2963	Intel Pentium 4 1800MHz	1.8 GHz	1	PGA478	114	 
2964	Intel Pentium 4 Mobile 1.80GHz	1.8 GHz	1	114	 
2965	Intel Celeron 1100MHz	1.1 GHz	1	113	 
2966	VIA C7-M 1200MHz	1.2 GHz	1	112	 
2967	Intel Celeron B710	1.6 GHz	1	rPGA988B	106	 
2968	Intel Atom E3815	1.5 GHz	1	BGA1170	105	 
2969	Intel Pentium 4 1.90GHz	1.9 GHz	1	PGA423	104	 
2970	Intel Celeron 1.70GHz	1.7 GHz	1	101	 
2971	VIA Nehemiah	1.2 GHz	1	101	 
2972	Intel Pentium 4 1700MHz	1.7 GHz	1	PGA423	100	 
2973	Intel Pentium III Mobile 866MHz	0.9 GHz	1	99	 
2974	Intel Celeron 1.80GHz	1.8 GHz	1	PPGA478	96	 
2975	VIA Esther 1000MHz	1.0 GHz	1	95	 
2976	VIA Eden 1200MHz	1.2 GHz	1	NanoBGA2	93	 
2977	Intel Pentium 4 1.50GHz	1.5 GHz	1	PGA423	86	 
2978	Intel Pentium 4 1.70GHz	1.7 GHz	1	PGA423	86	 
2979	Intel Pentium 4 1.60GHz	1.6 GHz	1	PGA478	84	 
2980	Intel Pentium 4 1400MHz	1.4 GHz	1	PGA423	83	 
2981	Intel Pentium 4 1500MHz	1.5 GHz	1	PGA423	81	 
2982	VIA Eden 1000MHz	1.0 GHz	1	NanoBGA2	80	 
2983	Intel Pentium 4 1300MHz	1.3 GHz	1	PGA423	77	 
